DETC2004-57102,DETC2011-48608,2
DETC2004-57102,DETC2007-34892,3
DETC2004-57102,DETC2011-48000,4
DETC2004-57102,DETC2004-57255,5
DETC2012-70332,DETC2012-70529,1
DETC2012-70332,DETC2011-48608,2
DETC2012-70332,DETC2011-48000,3
DETC2012-70332,DETC2004-57255,4
DETC2012-70332,DETC2004-57258,5
DETC2010-28362,DETC2012-70529,1
DETC2010-28362,DETC2011-48608,2
DETC2010-28362,DETC2007-34892,3
DETC2010-28362,DETC2011-48000,4
DETC2010-28362,DETC2004-57255,5
DETC2004-57533,DETC2012-70529,1
DETC2004-57533,DETC2011-48608,2
DETC2004-57533,DETC2011-48000,3
DETC2004-57533,DETC2004-57258,4
DETC2004-57533,DETC2012-70521,5
DETC2012-70493,DETC2012-70529,1
DETC2012-70493,DETC2011-48608,2
DETC2012-70493,DETC2007-34892,3
DETC2012-70493,DETC2004-57255,4
DETC2012-70493,DETC2004-57258,5
DETC2011-47487,DETC2012-70529,1
DETC2011-47487,DETC2011-48608,2
DETC2011-47487,DETC2007-34892,3
DETC2011-47487,DETC2011-48000,4
DETC2011-47487,DETC2004-57255,5
DETC2004-57539,DETC2012-70529,1
DETC2004-57539,DETC2011-48608,2
DETC2004-57539,DETC2007-34892,3
DETC2004-57539,DETC2004-57255,4
DETC2004-57539,DETC2012-70521,5
DETC2011-48359,DETC2012-70529,1
DETC2011-48359,DETC2011-48608,2
DETC2011-48359,DETC2011-48000,3
DETC2011-48359,DETC2004-57255,4
DETC2011-48359,DETC2004-57258,5
DETC2012-70869,DETC2012-70529,1
DETC2012-70869,DETC2011-48000,2
DETC2012-70869,DETC2007-34687,3
DETC2012-70869,DETC2011-47487,4
DETC2012-70869,DETC2008-49871,5
DETC2011-47472,DETC2012-70529,1
DETC2011-47472,DETC2011-48608,2
DETC2011-47472,DETC2007-34892,3
DETC2011-47472,DETC2004-57258,4
DETC2011-47472,DETC2012-70521,5
DETC2005-85146,DETC2012-70529,1
DETC2005-85146,DETC2011-48000,2
DETC2005-85146,DETC2011-47487,3
DETC2005-85146,DETC2008-49871,4
DETC2005-85146,DETC2004-57212,5
DETC2005-85147,DETC2012-70529,1
DETC2005-85147,DETC2011-48608,2
DETC2005-85147,DETC2011-48000,3
DETC2005-85147,DETC2004-57255,4
DETC2005-85147,DETC2004-57258,5
DETC2005-84214,DETC2012-70529,1
DETC2005-84214,DETC2007-34892,2
DETC2005-84214,DETC2011-48000,3
DETC2005-84214,DETC2004-57255,4
DETC2005-84214,DETC2004-57258,5
DETC2006-99619,DETC2012-70529,1
DETC2006-99619,DETC2011-48000,2
DETC2006-99619,DETC2007-34687,3
DETC2006-99619,DETC2011-47487,4
DETC2006-99619,DETC2008-49871,5
DETC2005-85148,DETC2012-70529,1
DETC2005-85148,DETC2011-48000,2
DETC2005-85148,DETC2007-34687,3
DETC2005-85148,DETC2011-47487,4
DETC2005-85148,DETC2008-49871,5
DETC2012-70727,DETC2012-70529,1
DETC2012-70727,DETC2011-48608,2
DETC2012-70727,DETC2007-34892,3
DETC2012-70727,DETC2011-48000,4
DETC2012-70727,DETC2004-57258,5
DETC2002-34053,DETC2012-70529,1
DETC2002-34053,DETC2011-48608,2
DETC2002-34053,DETC2007-34892,3
DETC2002-34053,DETC2004-57255,4
DETC2002-34053,DETC2004-57258,5
DETC2002-34052,DETC2012-70529,1
DETC2002-34052,DETC2011-48608,2
DETC2002-34052,DETC2007-34892,3
DETC2002-34052,DETC2004-57255,4
DETC2002-34052,DETC2004-57258,5
DETC2007-35497,DETC2012-70529,1
DETC2007-35497,DETC2007-34687,2
DETC2007-35497,DETC2011-47487,3
DETC2007-35497,DETC2008-49871,4
DETC2007-35497,DETC2011-47437,5
DETC2002-34119,DETC2012-70529,1
DETC2002-34119,DETC2011-48608,2
DETC2002-34119,DETC2007-34892,3
DETC2002-34119,DETC2011-48000,4
DETC2002-34119,DETC2004-57255,5
DETC2002-34057,DETC2012-70529,1
